date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:16:42	346/346	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Jan%202022%2008:46:42%20GMT	http://localhost/worldofficialtrailer	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer.0.delayed	(from )
14:16:43	296/296	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Jan%202022%2008:46:42%20GMT	http://localhost/robots.txt		(from )
14:16:53	67492/67492	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Jan%202022%2008:46:52%20GMT	http://localhost/worldofficialtrailer/	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/index.html	(from )
14:16:53	167301/167301	---M--	200	added ('OK')	text/css	date:Wed,%2019%20Jan%202022%2022:04:53%20GMT	http://localhost/worldofficialtrailer/wp-content/cache/wpo-minify/1642619351/assets/wpo-minify-header-a12b138f.min.css	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/wp-content/cache/wpo-minify/1642619351/assets/wpo-minify-header-a12b138f.min.css	(from http://localhost/worldofficialtrailer/)
14:16:53	149093/149093	---MC-	200	added ('OK')	text/javascript	date:Mon,%2024%20Jan%202022%2008:46:53%20GMT	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-3987547606977043	D:/World%20Official%20Trailer/World%20Official%20Trailer/pagead2.googlesyndication.com/pagead/js/f2226.txt	(from http://localhost/worldofficialtrailer/)
14:16:55	10750/10750	---M--	200	added ('OK')	text/css	date:Wed,%2019%20Jan%202022%2022:04:54%20GMT	http://localhost/worldofficialtrailer/wp-content/cache/wpo-minify/1642619351/assets/wpo-minify-header-30852863.min.css	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/wp-content/cache/wpo-minify/1642619351/assets/wpo-minify-header-30852863.min.css	(from http://localhost/worldofficialtrailer/)
14:16:55	795/795	---M-Z	200	added ('OK')	application/rss+xml	etag:%22e54cfa96db78b6c871c7fabe26e7718b%22	http://localhost/worldofficialtrailer/comments/feed/	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/comments/feed/index.html	(from http://localhost/worldofficialtrailer/)
14:16:55	1153/1153	---M-Z	200	added ('OK')	application/rss+xml	etag:%22c9d85ac84bc877320163cc2b3170e97d%22	http://localhost/worldofficialtrailer/feed/	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/feed/index.html	(from http://localhost/worldofficialtrailer/)
14:16:58	888/888	---M--	200	added ('OK')	text/xml	date:Mon,%2024%20Jan%202022%2008:46:57%20GMT	http://localhost/worldofficialtrailer/xmlrpc.php?rsd	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/xmlrpc0db0.php	(from http://localhost/worldofficialtrailer/)
14:16:58	1045/1045	---M--	200	added ('OK')	application/xml	date:Wed,%2011%20Dec%202013%2019:49:11%20GMT	http://localhost/worldofficialtrailer/wp-includes/wlwmanifest.xml	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/wp-includes/wlwmanifest.xml	(from http://localhost/worldofficialtrailer/)
14:16:59	2363/2363	---M--	200	added ('OK')	application/json	date:Mon,%2024%20Jan%202022%2008:46:58%20GMT	http://localhost/worldofficialtrailer/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fworldofficialtrailer%2F	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/wp-json/oembed/1.0/embed41e9.json	(from http://localhost/worldofficialtrailer/)
14:17:00	2453/2453	---M--	200	added ('OK')	text/xml	date:Mon,%2024%20Jan%202022%2008:46:59%20GMT	http://localhost/worldofficialtrailer/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fworldofficialtrailer%2F&format=xml	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/wp-json/oembed/1.0/embed19b2	(from http://localhost/worldofficialtrailer/)
14:17:01	39785/39785	---MC-	200	added ('OK')	application/json	date:Mon,%2024%20Jan%202022%2008:46:55%20GMT	http://localhost/worldofficialtrailer/wp-json/wp/v2/pages/14	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/wp-json/wp/v2/pages/14.json	(from http://localhost/worldofficialtrailer/)
14:17:02	28223/28223	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Jan%202022%2008:47:00%20GMT	http://localhost/worldofficialtrailer/OneSignalSDKUpdaterWorker.js	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/OneSignalSDKUpdaterWorker.js	(from http://localhost/worldofficialtrailer/)
14:17:04	28223/28223	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Jan%202022%2008:47:02%20GMT	http://localhost/worldofficialtrailer/OneSignalSDKWorker.js	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/OneSignalSDKWorker.js	(from http://localhost/worldofficialtrailer/)
14:17:05	126691/126691	---MC-	200	added ('OK')	application/json	date:Mon,%2024%20Jan%202022%2008:46:55%20GMT	http://localhost/worldofficialtrailer/wp-json/	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/wp-json/index.html	(from http://localhost/worldofficialtrailer/)
14:17:05	188/188	---M--	200	added ('OK')	text/html	date:Wed,%2029%20Dec%202021%2014:56:39%20GMT	http://localhost/worldofficialtrailer/wp-content/plugins/onesignal-free-web-push-notifications/sdk_files/	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/wp-content/plugins/onesignal-free-web-push-notifications/sdk_files/index.html	(from http://localhost/worldofficialtrailer/)
14:17:05	1426/1426	---M--	200	added ('OK')	application/javascript	date:Wed,%2006%20Jan%202021%2015:29:24%20GMT	http://localhost/worldofficialtrailer/wp-includes/js/wp-embed.min.js	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/wp-includes/js/wp-embed.min.js	(from http://localhost/worldofficialtrailer/)
14:17:05	25477/25477	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Jan%202022%2016:44:40%20GMT	http://localhost/worldofficialtrailer/wp-content/uploads/2021/12/WorldOfficialTrailer.jpg	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/wp-content/uploads/2021/12/WorldOfficialTrailer.jpg	(from http://localhost/worldofficialtrailer/)
14:17:07	32691/32691	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Jan%202022%2008:47:07%20GMT	http://localhost/worldofficialtrailer/about-us/	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/about-us/index.html	(from http://localhost/worldofficialtrailer/)
14:17:09	66008/66008	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Jan%202022%2008:47:07%20GMT	http://localhost/worldofficialtrailer/privacy-policy-2/	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/privacy-policy-2/index.html	(from http://localhost/worldofficialtrailer/)
14:17:10	67739/67739	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Jan%202022%2008:47:08%20GMT	http://localhost/worldofficialtrailer/terms-conditions/	D:/World%20Official%20Trailer/World%20Official%20Trailer/localhost/worldofficialtrailer/terms-conditions/index.html	(from http://localhost/worldofficialtrailer/)
14:17:10	69597/69597	---M-Z	200	added ('OK')	application/javascript	etag:W/%22611feac9-10fdd%22	https://code.jquery.com/jquery-3.2.1.slim.min.js	D:/World%20Official%20Trailer/World%20Official%20Trailer/code.jquery.com/jquery-3.2.1.slim.min.js	(from http://localhost/worldofficialtrailer/)
14:17:10	144877/144877	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:04:04%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/css/bootstrap.min.css	D:/World%20Official%20Trailer/World%20Official%20Trailer/maxcdn.bootstrapcdn.com/bootstrap/4.0.0/css/bootstrap.min.css	(from http://localhost/worldofficialtrailer/)
14:17:10	19188/19188	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fa9-4af4%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.9/umd/popper.min.js	D:/World%20Official%20Trailer/World%20Official%20Trailer/cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.9/umd/popper.min.js	(from http://localhost/worldofficialtrailer/)
14:17:10	48944/48944	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jan%202021%2022:04:04%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/js/bootstrap.min.js	D:/World%20Official%20Trailer/World%20Official%20Trailer/maxcdn.bootstrapcdn.com/bootstrap/4.0.0/js/bootstrap.min.js	(from http://localhost/worldofficialtrailer/)
14:17:11	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Mon,%2024%20Jan%202022%2008:47:11%20GMT	http://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit2	D:/World%20Official%20Trailer/World%20Official%20Trailer/translate.google.com/translate_a/element.127876.delayed	(from http://localhost/worldofficialtrailer/)
